Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content,Film,Aspect,
,Rolling Stone,David Fear,‘Napoleon’: Ridley Scott’s Portrait of an Emperor as a Total Douchebag,"‘Gladiator’ director and Joaquin Phoenix turn Napoleon’s story into an epic saga, a cracked love story, and a difficult-man drama. It almost works.",https://www.rollingstone.com/tv-movies/tv-movie-reviews/napoleon-review-ridley-scott-joaquin-phoenix-vanessa-kirby-1234885783/,https://www.rollingstone.com/wp-content/uploads/2023/11/Napoleon_Photo_0102.jpg?w=1600&h=900&crop=1,2023-11-21T15:00:00Z,"“All art is autobiographical,” Federico Fellini once said. “The pearl is the oyster’s autobiography.” No one would accuse Napoleon,Ridley Scott’s two-and-a-half-hour epic (that’s the theatrical cut’s… [+8429 chars]",Napoleon,Writing,
,The New Republic,David Klion,Ridley Scott’s Napoleon: Accidentally a Comedy?,"Two centuries and change ago there lived a man who formulated the legal code that more than half the nations on earth still use today, who dissolved the millennium-old Holy Roman Empire and cleared the way for the unification of Germany and Italy, who sold ov…",https://newrepublic.com/article/175047/ridley-scotts-napoleon-accidentally-comedy,https://images.newrepublic.com/684f2c735debce80d3a491a3380a80dbff58879c.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg,2023-11-20T11:00:00Z,"Every biopic is entitled to some dramatic license; the larger issue with Napoleon is that it has so little meaningful to say about its subject or his era.
Maybe this is churlish. If you simply turn … [+2131 chars]",Napoleon,Writing,
,IndieWire,Tom Brueggemann,Only One 2023 Movie with a Budget Over $200 Million Has Made a Profit (So Far) This Year,"And there's no assurance that others will follow suit. As ""Wish"" and ""Napoleon"" join the $200 Million Club, we examine the increasingly slippery slope of making money on very big-budget movies.",https://www.indiewire.com/news/box-office/2023-movies-200-million-budget-1234928420/,https://www.indiewire.com/wp-content/uploads/2023/05/guardians-of-the-galaxy-vol-3_Mnuri2-1024x683-1.jpg,2023-11-27T19:00:00Z,"With animated tale “Wish” (Disney) and Amazon’s historical epic “Napoleon” (Sony) both opening last week on November 22, we now have 13 releases in 2023 that cost $200 million or more; when “Aquaman … [+6602 chars]",Napoleon ,Production,
,The A.V. Club,Sam Barsanti,Napoleon conquers Wish but gets exiled by the Hunger Games prequel,"November 2023: Napoleon is master of the domestic box office. Only The Hunger Games: The Ballad Of Songbirds & Snakes stands before it. Oceans are now battlefields. Or, you know, close enough. Ridley Scott’s Napoleon has successfully defeated every other movi…",https://www.avclub.com/ballad-songbirds-snakes-napoleon-wish-box-office-1851048185,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/75264cac33c0d6c4defeea9ff7e16586.jpg",2023-11-26T22:02:00Z,"November 2023: Napoleonis master of the domestic box office. Only The Hunger Games: The Ballad Of Songbirds &amp; Snakesstands before it. Oceans are now battlefields. Or, you know, close enough. Ridl… [+1613 chars]","Napoleon, Hunger Games",Box Office,
,IndieWire,Tom Brueggemann,"In the ‘Hunger Games’ of Box Office, ‘Napoleon’ and ‘Wish’ Fall Short of #1 on a Holiday Weekend","Ridley Scott's epic surprisingly topped Disney Animation's latest for #2. Netflix may not be willing to acknowledge it, but ""Maestro"" may represent its best platform opening in years.",https://www.indiewire.com/news/box-office/box-office-hunger-games-napoleon-wish-1234929402/,https://www.indiewire.com/wp-content/uploads/2023/11/M230928_SP006.jpg,2023-11-26T18:57:35Z,"Thanksgiving weekend is normally one of the top-grossing dates. This year, not so much. The debut of two $200 million productions and a second weekend of adequate performance from the “Hunger Games” … [+6813 chars]","Napoleon, Hunger Games",Box Office,
ign,IGN,Adam Bankhurst,The Hunger Games Prequel Withstands Wish and Napoleon to Win 2023's Thanksgiving Weekend Box Office,The Hunger Games: The Ballad of Songbirds and Snakes held off both Disney's Wish and Napoleon to win its second domestic weekend box office over the Thanksgiving holiday.,https://www.ign.com/articles/the-hunger-games-prequel-withstands-wish-and-napoleon-to-win-2023s-thanksgiving-weekend-box-office,https://assets-prd.ignimgs.com/2023/11/26/mixcollage-26-nov-2023-04-46-pm-562-1701036000646.jpg?width=1280,2023-11-26T22:08:36Z,"The Hunger Games: The Ballad of Songbirds and Snakes held off both Disney's Wish and Napoleon to win its second domestic weekend box office over the Thanksgiving holiday.
As reported by Comscore, Th… [+2942 chars]","Napoleon, Hunger Games",Box Office,
breitbart-news,Breitbart News,"Breitbart News, Breitbart News","Disney's 'Wish' Was Expected to Debut at #1 -- but Loses to 'Hunger Games,' 'Napoleon' at Box Office","In a close contest for second place, Ridley Scott's “Napoleon” narrowly outmaneuvered Disney's “Wish” at the box office.",https://www.breitbart.com/entertainment/2023/11/26/disneys-wish-was-expected-to-debut-at-1-but-loses-to-hunger-games-napoleon-at-box-office/,https://media.breitbart.com/media/2023/11/disney-wish-2023-640x335.jpg,2023-11-26T22:13:30Z,"NEW YORK (AP) The Walt Disney Co.s Wish had been expected to rule the Thanksgiving weekend box office, but moviegoers instead feasted on leftovers, as The Hunger Games: The Ballad of Songbirds and Sn… [+5196 chars]","Napoleon, Hunger Games",Box Office,
,Livejournal.com,polynucleotide,"Thanksgiving Box Office: S&S stays on top, Wish bombs, Napolean beats expectations","Box Office: Disney's 'Wish' Fizzles, 'Napoleon' Beats Expectations as 'Hunger Games' Lands on Top Again https://t.co/jFJ2b5Z3aV
— Variety (@Variety) November 26, 2023The Hunger Games: The Ballad of Songbirds and Snakes kept its #1 position, grossing $42 mill…",https://ohnotheydidnt.livejournal.com/127309070.html,https://l-files.livejournal.net/og_image/3616053/497301?v=1701021921,2023-11-26T18:01:55Z,"Box Office: Disney's 'Wish' Fizzles, 'Napoleon' Beats Expectations as 'Hunger Games' Lands on Top Again https://t.co/jFJ2b5Z3aV
— Variety (@Variety) November 26, 2023
The Hunger Games: The Ballad o… [+1653 chars]","Napoleon, Hunger Games",Box Office,
,The A.V. Club,William Hughes,Let us all be thankful for Songbirds And Snakes at the Thanksgiving box office,"As far as holiday “weekends” go, American Thanksgiving has always been a bit of a weird one, box-office-wise. On the one hand, you have lots of people with a decent amount of free time suddenly sitting in their laps; on the other, a ton of cultural messaging …",https://www.avclub.com/let-us-all-be-thankful-for-songbirds-and-snakes-at-the-1851047413,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/e85ddd645fad99092c83d1f2b9f9ab61.jpg",2023-11-25T20:37:00Z,"As far as holiday weekends go, American Thanksgiving has always been a bit of a weird one, box-office-wise. On the one hand, you have lots of people with a decent amount of free time suddenly sitting… [+1590 chars]",Thanksgiving,Box Office,
,JoBlo.com,Cody Hamman,Five Nights at Freddy’s is Blumhouse’s highest-grossing movie,"The video game adaptation Five Nights at Freddy's has become the highest-grossing release from Blumhouse Productions
The post Five Nights at Freddy’s is Blumhouse’s highest-grossing movie appeared first on JoBlo.",https://www.joblo.com/five-nights-gross/,https://www.joblo.com/wp-content/uploads/2023/08/five-nights-at-freddys.jpg,2023-11-27T17:26:20Z,"The video game adaptation Five Nights at Freddy’s has become the highest-grossing release from Blumhouse Productions
Blumhouse Productions has been one of the biggest names in horror for several yea… [+3600 chars]",Five Nights at Freddy's,,
,IndieWire,Tom Brueggemann,"$9 Billion Box Office in 2023? After a November Like This One, Don’t Be Sure","Warner Bros. has three major releases, but combined they're unlikely to match the December impact of ""Avatar: The Way of Water.""",https://www.indiewire.com/news/box-office/wonka-aquaman-2023-box-office-9-billion-1234930190/,https://www.indiewire.com/wp-content/uploads/2023/11/M230915_WB006.jpg,2023-11-29T14:00:00Z,"For months, it seemed near certain that domestic box office for 2023 would surpass $9 billion — even after strike-related delays meant losing as much as $500 million in potential gross. To be sure, $… [+3942 chars]",N/A,Box Office,
,Gizmodo.com,Sabina Graves,This Gift Guide Will Bring Marvel Merriment to Your Holiday Season,"Image: Marvel
The whole family can channel their favorite Marvel characters with gifts inspired by the heroes and villains of the MCU, Spider-Man films, Disney+ shows like Loki and Ms. Marvel, and ‘90s X-Men cartoon throwbacks. This holiday season, be merry …",https://gizmodo.com/marvel-studios-disney-marvel-comics-style-gift-guide-1851060065,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d38a646b9c213d28503f316759102dfb.jpg",2023-11-30T21:30:00Z,"The whole family can channel their favorite Marvel characters with gifts inspired by the heroes and villains of the MCU, Spider-Man films, Disney+ shows like Loki and Ms. Marvel, and 90s X-Men cartoo… [+342 chars]",N/A,N/A,
,Screen Rant,Kayla Laguerre-Lewis,Lucy Gray's Last Line In Ballad Of Songbirds & Snakes Sets Up Katniss Defeating Snow 65 Years Later,"65 years before Katniss appeared in The Hunger Games, Lucy Gray said something in The Ballad of Songbirds &amp; Snakes that foreshadowed her importance.",https://screenrant.com/ballad-songbirds-snakes-lucy-gray-last-line-katniss-snow-setup/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/lucy_lastline_sets_up_katniss_defeating_snow.jpg,2023-11-29T14:05:13Z,"Summary
<ul><li> Lucy Gray's seemingly inconsequential line about digging up Katniss foreshadows Snow's downfall at the hands of Katniss herself. </li><li> The Ballad of Songbirds &amp; Snakes is se… [+4212 chars]",Hunger Games,Writing,
,Screen Rant,Sarah Little,Every Way Ballad Of Songbirds & Snakes Foreshadows Katniss' Future,"The Ballad of Songbirds &amp; Snakes takes place 64 years before Katniss Everdeen’s first Hunger Games, but the film has many nods to the Girl on Fire.",https://screenrant.com/ballad-songbirds-snakes-katniss-future-hunger-games-foreshadow/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/_ballad-songbirds-snakes-katniss-future-hunger-games-foreshadow.jpg,2023-11-28T17:45:13Z,"Summary
<ul><li> The Hunger Games: The Ballad of Songbirds &amp; Snakes contains Easter eggs that foreshadow events in the original trilogy, hinting at the girl who will ultimately destroy President… [+8277 chars]",Hunger Games,Lore,
,ComingSoon.net,Anthony Nash,The Long Walk: Stephen King Movie To Be Directed by Francis Lawrence,"The Long Walk movie adaptation has found its director, with THR reporting that Francis Lawrence is in final talks to direct the upcoming film. The report also mentions that Lionsgate has acquired the rights to the film, with J.T. Mollner set to write the scri…",https://www.comingsoon.net/movies/news/1419749-the-long-walk-stephen-king-movie-to-be-directed-by-francis-lawrence,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/11/stephen-king-header.jpg?resize=1200,630",2023-11-29T22:11:32Z,"The Long Walk movie adaptation has found its director, with THR reporting that Francis Lawrence is in final talks to direct the upcoming film.
The report also mentions that Lionsgate has acquired th… [+1366 chars]",N/A,N/A,
,GoNintendo,quence,Five Nights at Freddy's is now Blumhouse's highest grossing film of all time,Another video game adaptation success story,https://gonintendo.com/contents/29213-five-nights-at-freddy-s-is-now-blumhouse-s-highest-grossing-film-of-all-time,https://gonintendo.com/attachments/image/40034/file/medium-24520ca93ecc562cb18c77dde1d9c52b.png,2023-11-28T21:51:00Z,"Five Nights at Freddys started breaking records at the box office right out of the gate, when it became production studio Blumhouses biggest opening weekend of all time, as well as the biggest debut … [+756 chars]",Five Nights at Freddy's,Box Office,
,GoNintendo,rawmeatcowboy,"Five Nights at Freddy's movie getting physical release Dec. 12th, 2023",Just in time for the holidays,https://gonintendo.com/contents/29264-five-nights-at-freddy-s-movie-getting-physical-release-dec-12th-2023,https://gonintendo.com/attachments/image/40096/file/medium-a55478cc0af558d07badf6cbbbea1eeb.png,2023-11-29T21:34:00Z,"Just yesterday, we learned that Five Nights and Freddys has grossed $136 million in the United States and $160 million overseas for a grand total of $296 million. That made it Blumhouses highest gros… [+1223 chars]",Five Nights at Freddy's,Production,
,Substack.com,David A. Bell,Historians and the Public,"The creation of the World Wide Web thirty years ago led some of the walls of the ivory tower to start crumbling. At the time, doing serious reading in an academic field was almost impossible if you didn’t have an affiliation with a major research university, …",https://davidabell.substack.com/p/historians-and-the-public,"https://substackcdn.com/image/fetch/f_auto,q_auto:best,fl_progressive:steep/https%3A%2F%2Fdavidabell.substack.com%2Ftwitter%2Fsubscribe-card.jpg%3Fv%3D1609892872%26version%3D9",2023-11-29T01:41:19Z,"The creation of the World Wide Web thirty years ago led some of the walls of the ivory tower to start crumbling. At the time, doing serious reading in an academic field was almost impossible if you d… [+8963 chars]",N/A,N/A,
,Forbes,"Paul Tassi, Senior Contributor, 
 Paul Tassi, Senior Contributor
 https://www.forbes.com/sites/paultassi/","‘Wish’ Tried, Disastrously, To Make A Disney Animation Cinematic Universe","If you think Disney has learned a few lessons and will start moving away from trying to make everything a cinematic universe, you will be proven wrong by Wish,",https://www.forbes.com/sites/paultassi/2023/11/27/wish-tried-disastrously-to-make-a-disney-animation-cinematic-universe/,https://imageio.forbes.com/specials-images/imageserve/6564bc6447bc2b46a0972538/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-27T16:00:43Z,"Wish
Disney
If you think Disney has learned a few lessons and will start moving away from trying to make everything a cinematic universe, you will be proven wrong by Wish, the recent Disney animati… [+2470 chars]",N/A,N/A,
